1604146076.95;618.86;618.86;31.84;31.84
1604146159.98;625.19;625.19;31.74;31.74
1604146199.85;627.4;627.4;31.63;31.63
1604146281.77;629.53;629.53;31.52;31.52
1604146342.65;631.79;631.79;31.41;31.41
1604146388.05;633.71;633.71;31.31;31.31
1604146445.62;636.02;636.02;31.2;31.2
1604146507.61;638.12;638.12;31.09;31.09
1604146551.89;640.14;640.14;30.99;30.99
1604146619.4;642.33;642.33;30.88;30.88
1604151986.18;703.63;703.63;24.82;24.82
1604152001.75;702.75;702.75;24.92;24.92
1604152056.23;703.82;703.82;25.03;25.03
1604152059.57;701.77;701.77;25.15;25.15
1604152064.02;699.44;699.44;25.28;25.28
1604152068.46;697.56;697.56;25.39;25.39
1604152075.14;695.71;695.71;25.5;25.5
1604152120.7;696.09;696.09;25.62;25.62
1604152126.26;694.09;694.09;25.74;25.74
1604152132.92;692.05;692.05;25.86;25.86
1604152140.71;690.59;690.59;25.96;25.96
1604152150.72;689.02;689.02;26.07;26.07
1604152159.61;687.51;687.51;26.17;26.17
1604152174.08;686.23;686.23;26.28;26.28
1604152181.86;684.5;684.5;26.39;26.39
1604152188.53;682.53;682.53;26.51;26.51
1604152200.76;680.79;680.79;26.63;26.63
1604152211.87;679.25;679.25;26.74;26.74
1604152220.76;677.62;677.62;26.85;26.85
1604152228.54;675.77;675.77;26.96;26.96
1604152235.21;674.12;674.12;27.07;27.07
1604152247.44;672.58;672.58;27.18;27.18
1604152256.33;671.06;671.06;27.28;27.28
1604152264.12;669.2;669.2;27.4;27.4
1604152274.12;667.6;667.6;27.51;27.51
1604152283.01;665.91;665.91;27.62;27.62
1604152295.25;664.41;664.41;27.73;27.73
1604152301.92;662.56;662.56;27.84;27.84
1604152311.93;661.01;661.01;27.95;27.95
1604152323.04;659.34;659.34;28.06;28.06
1604152329.72;657.51;657.51;28.17;28.17
1604152338.61;655.89;655.89;28.28;28.28
1604152346.39;654.05;654.05;28.39;28.39
1604152353.07;652.24;652.24;28.5;28.5
1604152363.06;650.84;650.84;28.6;28.6
1604152376.4;649.31;649.31;28.71;28.71
1604152384.18;647.7;647.7;28.82;28.82
1604152389.72;645.91;645.91;28.92;28.92
1604152397.49;644.24;644.24;29.03;29.03
1604152411.94;642.86;642.86;29.14;29.14
1604152429.74;641.48;641.48;29.25;29.25
1604152436.42;639.88;639.88;29.35;29.35
1604152450.86;638.57;638.57;29.46;29.46
1604152460.87;636.91;636.91;29.57;29.57
1604152467.54;635.18;635.18;29.67;29.67
1604152477.55;633.59;633.59;29.78;29.78
1604152495.34;632.24;632.24;29.9;29.9
1604152506.46;630.77;630.77;30.0;30.0
1604152517.6;629.27;629.27;30.1;30.1
1604152526.5;627.46;627.46;30.22;30.22
1604152536.51;625.94;625.94;30.32;30.32
1604152545.4;624.51;624.51;30.42;30.42
1604152557.63;622.81;622.81;30.53;30.53
1604152564.3;620.82;620.82;30.65;30.65
1604152570.97;619.18;619.18;30.75;30.75
1604152577.63;617.62;617.62;30.85;30.85
1604152611.0;621.23;621.23;30.75;30.75
1604152811.09;633.74;633.74;30.65;30.65
